Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-902484,41924711436,02/09/2023 8:20:00 AM,02/09/2023 8:45:00 AM,02/11/2023 8:42:57 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,3XX BLOCK OF HARRISON ST,-122.350854,47.62208691
2023-040736,41960900355,02/09/2023 4:17:00 PM,02/09/2023 4:22:00 PM,02/11/2023 8:44:08 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,4XX BLOCK OF BELMONT AVE E,-122.3240274,47.62256545
2023-040575,41961006721,02/11/2023 4:45:00 PM,,02/11/2023 8:47:18 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B1,BALLARD SOUTH,46XX BLOCK OF 14TH AVE NW,-122.373595,47.66256693
2023-902485,41925321614,02/07/2023 12:39:00 PM,,02/11/2023 8:52:33 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O3,GEORGETOWN,62XX BLOCK OF CARLETON AVE S,-122.3204025,47.54657841
2023-902486,41925333128,02/08/2023 12:55:00 PM,02/09/2023 1:55:00 PM,02/11/2023 8:52:45 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W2,ALASKA JUNCTION,47XX BLOCK OF 40TH AVE SW,-122.382835,47.56017069
2023-902487,41925337739,01/31/2023 8:55:00 PM,01/31/2023 11:11:00 PM,02/11/2023 8:52:50 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D3,SLU/CASCADE,1XX BLOCK OF FAIRVIEW AVE N,-122.3342579,47.61909104
2023-902489,41925903617,02/08/2023 12:30:00 AM,02/09/2023 7:30:00 PM,02/11/2023 9:02:36 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B3,WALLINGFORD,3XX BLOCK OF NE 55TH ST,-122.3242046,47.66861872
2023-902490,41925904613,02/09/2023 4:47:00 PM,02/09/2023 7:00:00 PM,02/11/2023 9:02:45 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,1XX BLOCK OF MELROSE AVE E,-122.3278538,47.61903867
2023-902491,41925906000,01/20/2023 2:00:00 AM,01/20/2023 5:00:00 AM,02/11/2023 9:02:49 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O2,GEORGETOWN,S DAWSON ST / 3RD AVE S,-122.3309078,47.55564321
2023-902493,41926512118,02/09/2023 5:30:00 PM,02/09/2023 11:40:00 PM,02/11/2023 9:12:44 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,1XX BLOCK OF N 35TH ST,-122.3560719,47.65177074
2023-902494,41926520191,02/09/2023 1:58:00 AM,02/09/2023 1:59:00 AM,02/11/2023 9:12:50 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF W RAYE ST,-122.3575607,47.64323912
2023-902496,41926533022,02/09/2023 8:30:00 AM,02/09/2023 9:30:00 PM,02/11/2023 9:13:04 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.3346078,47.60291195
2023-902497,41926542739,02/09/2023 10:30:00 AM,02/09/2023 2:30:00 PM,02/11/2023 9:13:10 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,23XX BLOCK OF ARBORETUM DR E,-122.2948813,47.63408717
2023-902498,41927150887,02/09/2023 7:30:00 PM,02/10/2023 6:30:00 AM,02/11/2023 9:22:40 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N3,NORTHGATE,88XX BLOCK OF BURKE AVE N,-122.3351226,47.6932218
2023-902500,41927718547,10/15/2022 9:45:00 AM,02/10/2023 7:45:00 AM,02/11/2023 9:32:32 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N1,BITTERLAKE,115XX BLOCK OF PHINNEY AVE N,-122.3541887,47.71324873
2023-902502,41927726608,02/09/2023 4:46:00 AM,02/09/2023 4:50:00 AM,02/11/2023 9:32:41 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,8XX BLOCK OF 3RD AVE N,-122.35147,47.6267348
2023-040127,41928892913,01/25/2023 10:00:00 AM,02/11/2023 8:20:00 AM,02/11/2023 9:34:10 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F1,HIGH POINT,75XX BLOCK OF 24TH AVE SW,-122.3631746,47.53460789
2023-902507,41928328810,02/06/2023 3:00:00 PM,02/10/2023 9:15:00 AM,02/11/2023 9:42:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,115XX BLOCK OF STONE AVE N,-122.3421429,47.71340531
2023-902508,41928338375,01/30/2023 3:45:00 PM,01/30/2023 4:30:00 PM,02/11/2023 9:42:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,CAPITOL HILL,14XX BLOCK OF BELLEVUE AVE,-122.3268303,47.61352218
2023-040162,41928828674,02/11/2023 9:15:00 AM,,02/11/2023 9:44:47 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-902509,41928957783,02/09/2023 8:00:00 PM,02/10/2023 9:00:00 AM,02/11/2023 9:52:32 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,5XX BLOCK OF NE RAVENNA BLVD,-122.3226796,47.67675924
2023-902510,41928962220,02/08/2023 10:20:00 PM,02/10/2023 12:20:00 PM,02/11/2023 9:52:37 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,67XX BLOCK OF 11TH AVE NW,-122.3708862,47.67865961
2023-902511,41928972661,02/10/2023 10:05:00 AM,02/10/2023 12:30:00 PM,02/11/2023 9:52:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.3346078,47.60291195
2023-902513,41928984079,02/08/2023 6:57:00 PM,02/08/2023 7:03:00 PM,02/11/2023 9:52:57 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411,47.663323
2023-902514,41929570243,02/09/2023 1:45:00 PM,02/09/2023 1:45:00 PM,02/11/2023 10:02:38 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W3,MORGAN,63XX BLOCK OF 38TH AVE SW,-122.3804866,47.54567389
2023-902515,41929576490,01/24/2023 6:00:00 PM,01/25/2023 7:00:00 AM,02/11/2023 10:02:43 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F3,SOUTH PARK,77XX BLOCK OF 1ST AVE S,-122.3364904,47.53404969
2023-040155,41930928199,02/10/2023 7:30:00 AM,,02/11/2023 10:11:27 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,11XX BLOCK OF NW 85TH ST,-122.3709212,47.69063443
2023-902520,41930151927,01/30/2023 6:40:00 AM,01/30/2023 6:44:00 AM,02/11/2023 10:12:36 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,50XX BLOCK OF BROOKLYN AVE NE,-122.3141983,47.66567595
2023-902521,41930157968,02/10/2023 2:50:00 PM,02/11/2023 9:00:00 AM,02/11/2023 10:12:40 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,BELLTOWN,23XX BLOCK OF 1ST AVE,-122.3471636,47.61375921
2023-902523,41930174495,02/10/2023 10:00:00 AM,02/10/2023 10:30:00 AM,02/11/2023 10:12:56 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L3,SANDPOINT,42XX BLOCK OF NE 120TH ST,-122.2826975,47.71625567
2023-902525,41930801899,01/30/2023 3:35:00 PM,02/10/2023 4:35:00 PM,02/11/2023 10:22:39 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J2,BALLARD NORTH,73XX BLOCK OF ALONZO AVE NW,-122.3746669,47.68233547
2023-902528,41930816938,01/29/2023 12:25:00 PM,02/04/2023 10:00:00 AM,02/11/2023 10:22:53 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,4XX BLOCK OF 23RD AVE S,-122.3022315,47.59857935
2023-902528,42081760636,01/29/2023 12:25:00 PM,02/04/2023 10:00:00 AM,02/11/2023 10:22:53 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,4XX BLOCK OF 23RD AVE S,-122.3022315,47.59857935
2023-040149,41933113796,02/11/2023 9:02:00 AM,,02/11/2023 10:41:40 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E3,FIRST HILL,11XX BLOCK OF UNIVERSITY ST,-122.3265418,47.61171114
2023-040835,41969455747,02/08/2023 6:00:00 PM,,02/11/2023 10:49:02 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N2,BITTERLAKE,141XX BLOCK OF LINDEN AVE N,-122.3477718,47.73167696
2023-040220,41933325524,02/11/2023 10:31:00 AM,,02/11/2023 11:01:35 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-040847,41979925313,02/11/2023 9:35:00 PM,,02/11/2023 11:01:51 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,J,J1,GREENWOOD,1XX BLOCK OF NW 85TH ST,-122.3593147,47.69061787
2023-040769,41980507810,02/09/2023 9:00:00 AM,02/09/2023 12:00:00 PM,02/11/2023 11:04:13 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R1,NORTH BEACON HILL,34XX BLOCK OF 14TH AVE S,-122.3148158,47.57305591
2023-040665,42068874380,02/07/2023 7:00:00 PM,02/08/2023 3:00:00 PM,02/11/2023 11:16:50 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S3,RAINIER BEACH,93XX BLOCK OF MARCUS AVE S,-122.2751232,47.51845039
2023-040509,42020734679,01/21/2023 12:00:00 AM,02/11/2023 8:00:00 PM,02/11/2023 11:32:47 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,ROOSEVELT/RAVENNA,65XX BLOCK OF 34TH AVE NE,-122.2916538,47.67669047
2023-039640,41893186559,02/10/2023 6:00:00 PM,02/10/2023 7:30:00 PM,02/11/2023 12:05:26 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,HILLMAN CITY,,0,0
2023-039833,41891470253,02/10/2023 4:30:00 PM,02/10/2023 10:15:00 PM,02/11/2023 12:08:47 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L3,LAKECITY,110XX BLOCK OF 34TH AVE NE,-122.2920822,47.70928331
2023-039817,42399970764,02/10/2023 8:00:00 PM,02/14/2023 6:07:00 PM,02/11/2023 12:23:00 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,7XX BLOCK OF S LANE ST,-122.323108,47.596671
2023-039746,41898266365,02/10/2023 4:00:00 PM,,02/11/2023 12:25:44 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,14XX BLOCK OF 11TH AVE W,-122.3716914,47.63220523
2023-902535,41938709427,02/09/2023 6:00:00 PM,02/10/2023 6:00:00 PM,02/11/2023 12:32:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,2XX BLOCK OF 12TH AVE S,-122.3172591,47.60056187
2023-902534,41938713472,02/10/2023 5:55:00 PM,02/10/2023 5:57:00 PM,02/11/2023 12:32:39 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R2,MOUNT BAKER,23XX BLOCK OF 34TH AVE S,-122.2897915,47.58173729
2023-902537,41938725298,02/09/2023 6:00:00 PM,02/10/2023 12:00:00 PM,02/11/2023 12:32:54 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N1,BITTERLAKE,115XX BLOCK OF FREMONT AVE N,-122.3502194,47.71323992
2023-040321,41939791517,,,02/11/2023 12:50:14 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B3,FREMONT,9XX BLOCK OF N NORTHLAKE WAY,-122.3459776,47.64864285
2023-041296,42980064436,02/10/2023 1:00:00 PM,02/20/2023 10:56:00 PM,02/12/2023 1:50:56 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R2,NORTH BEACON HILL,25XX BLOCK OF RAINIER AVE S,-122.2991587,47.57967225
2023-041288,44635827084,02/10/2023 12:00:00 PM,03/02/2023 2:02:00 AM,02/12/2023 2:04:57 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C3,MADISON PARK,,0,0
2023-041338,42087762904,02/11/2023 11:00:00 AM,,02/12/2023 3:00:34 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,6TH AVE W / W EMERSON ST,-122.364865,47.650832
2023-041287,42088635973,02/10/2023 5:00:00 PM,02/12/2023 9:00:00 AM,02/12/2023 3:21:08 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,55XX BLOCK OF 12TH AVE NE,-122.3151907,47.66899888
2023-041340,42088538507,02/12/2023 12:00:00 AM,02/12/2023 1:30:00 PM,02/12/2023 4:02:01 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,2XX BLOCK OF DEXTER AVE N,-122.3423867,47.620304
2023-041430,42088676103,02/12/2023 3:05:00 PM,02/12/2023 3:10:00 PM,02/12/2023 4:21:31 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J2,BALLARD NORTH,75XX BLOCK OF 24TH AVE NW,-122.3875718,47.68407764
2023-041459,42089751267,02/12/2023 12:00:00 PM,02/12/2023 3:30:00 PM,02/12/2023 5:36:21 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L2,NORTHGATE,94XX BLOCK OF ROOSEVELT WAY NE,-122.317598,47.697206
2023-041295,42089881916,02/12/2023 12:00:00 AM,02/12/2023 12:00:00 PM,02/12/2023 5:38:53 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,,0,0
2023-041406,42090026328,02/12/2023 2:30:00 PM,02/12/2023 2:35:00 PM,02/12/2023 5:56:40 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,J,J2,GREENWOOD,82XX BLOCK OF GREENWOOD AVE N,-122.355301,47.688752
2023-041539,42090252554,02/12/2023 4:00:00 PM,02/12/2023 5:06:00 PM,02/12/2023 5:58:42 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,Q,Q2,QUEEN ANNE,15XX BLOCK OF 4TH AVE W,-122.3623577,47.63292712
2023-041084,42189640205,02/11/2023 7:00:00 PM,02/12/2023 7:25:00 AM,02/12/2023 6:20:43 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,BALLARD NORTH,30XX BLOCK OF NW 89TH ST,-122.3963253,47.69365111
2023-041500,42091065731,02/05/2023 8:00:00 AM,02/12/2023 1:00:00 PM,02/12/2023 6:59:23 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B2,FREMONT,4XX BLOCK OF N 44TH ST,-122.3526938,47.66021901
2023-041172,42081176154,02/12/2023 8:00:00 AM,,02/12/2023 9:10:52 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,BALLARD SOUTH,8XX BLOCK OF NW 59TH ST,-122.3673841,47.67162128
2023-041154,42891618701,02/11/2023 5:30:00 PM,02/20/2023 12:23:00 AM,02/12/2023 9:11:14 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U2,UNIVERSITY,41XX BLOCK OF 11TH AVE NE,-122.3166652,47.6579168
2023-037082,42092591656,02/08/2023 10:22:00 AM,,02/12/2023 9:11:31 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,SANDPOINT,85XX BLOCK OF 35TH AVE NE,-122.2907038,47.69056458
2023-041276,42092644656,02/11/2023 5:00:00 PM,02/12/2023 10:30:00 AM,02/12/2023 9:19:48 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,HIGHLAND PARK,92XX BLOCK OF 2ND AVE SW,-122.336028,47.520427
2023-041137,42082472993,02/11/2023 9:00:00 PM,02/12/2023 6:30:00 AM,02/12/2023 9:51:56 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,62XX BLOCK OF LATONA AVE NE,-122.3254666,47.6739859
2023-041485,43800619610,02/12/2023 5:21:00 AM,02/27/2023 1:51:00 AM,02/12/2023 9:57:40 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C1,EASTLAKE - EAST,22XX BLOCK OF BROADWAY E,-122.3213531,47.63896618
2023-041471,42092994780,02/11/2023 8:00:00 PM,02/12/2023 3:45:00 PM,02/12/2023 10:02:33 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q1,MAGNOLIA,38XX BLOCK OF DISCOVERY PARK BLVD,-122.4065007,47.65921111
2023-041201,42187563428,02/11/2023 10:00:00 PM,02/12/2023 3:56:00 PM,02/12/2023 10:05:12 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,GREENWOOD,97XX BLOCK OF 1ST AVE NW,-122.3580756,47.70056698
2023-041199,42083859279,02/11/2023 7:00:00 PM,02/12/2023 9:30:00 AM,02/12/2023 10:20:42 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J2,GREENWOOD,3XX BLOCK OF NW 81ST ST,-122.3619871,47.68766278
2023-041213,42083613626,02/11/2023 9:00:00 PM,02/12/2023 9:00:00 AM,02/12/2023 10:29:15 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,SANDPOINT,57XX BLOCK OF 61ST AVE NE,-122.2621484,47.67102155
2023-041182,42084360133,02/12/2023 9:18:00 AM,,02/12/2023 10:54:46 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,NORTH BEACON HILL,23XX BLOCK OF RAINIER AVE S,-122.3016639,47.58295413
2023-041771,42182885479,02/12/2023 10:00:00 PM,02/12/2023 10:55:00 PM,02/12/2023 11:53:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,12XX BLOCK OF JAMES ST,-122.3210866,47.60708288
2023-040850,42078559017,02/11/2023 10:34:00 PM,02/11/2023 11:02:00 PM,02/12/2023 12:04:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MILLER PARK,,0,0
2023-041238,42085431186,02/12/2023 11:25:00 AM,,02/12/2023 12:11:50 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,,0,0
2023-041208,42507270159,02/11/2023 4:00:00 PM,02/16/2023 5:02:00 PM,02/12/2023 12:22:46 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,M,M2,SLU/CASCADE,18XX BLOCK OF 7TH AVE,-122.3356637,47.61394174
2023-040591,42063390244,02/10/2023 11:00:00 PM,02/11/2023 4:00:00 PM,02/12/2023 12:24:26 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,S,S2,BRIGHTON/DUNLAP,74XX BLOCK OF RAINIER AVE S,-122.2699807,47.53545842
2023-041244,42085844620,12/01/2022 12:00:00 PM,02/11/2023 4:00:00 PM,02/12/2023 12:53:28 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B1,BALLARD SOUTH,15XX BLOCK OF NW 62ND ST,-122.3775464,47.67381985
2023-041291,42085859749,02/12/2023 12:17:00 PM,,02/12/2023 12:58:38 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,,0,0
2023-042233,42187975708,02/12/2023 6:00:00 PM,02/13/2023 6:00:00 AM,02/13/2023 1:01:55 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B2,FREMONT,5XX BLOCK OF N 42ND ST,-122.3515722,47.65773936
2023-041833,42183377242,02/13/2023 12:58:00 AM,,02/13/2023 1:45:25 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W2,ALASKA JUNCTION,42XX BLOCK OF SW GENESEE ST,-122.3861122,47.56470179
2023-042191,42188139800,02/13/2023 11:48:00 AM,,02/13/2023 1:54:37 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW MARKET ST,-122.3749015,47.66866614
2023-042289,42188209063,02/12/2023 11:15:00 AM,,02/13/2023 2:05:51 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-042331,42188303139,02/10/2023 6:00:00 PM,02/11/2023 1:00:00 AM,02/13/2023 2:08:00 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O2,GEORGETOWN,46XX BLOCK OF EAST MARGINAL WAY S,-122.3394391,47.56132148
2023-042294,42188256868,02/11/2023 9:04:00 AM,,02/13/2023 2:12:32 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-902618,42188408207,02/12/2023 11:07:00 PM,02/12/2023 11:07:00 PM,02/13/2023 2:32:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G1,FIRST HILL,1XX BLOCK OF BROADWAY,-122.320739,47.602197
2023-902619,42188410453,02/12/2023 10:53:00 PM,02/12/2023 10:53:00 PM,02/13/2023 2:33:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,17XX BLOCK OF 1ST AVE S,-122.3341972,47.58716618
2023-902621,42188412077,02/12/2023 9:00:00 PM,02/13/2023 5:00:00 AM,02/13/2023 2:33:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R2,MOUNT BAKER,29TH AVE S / S MCCLELLAN ST,-122.2951834,47.57834678
2023-902622,42188413037,02/13/2023 2:00:00 AM,02/13/2023 3:00:00 AM,02/13/2023 2:33:22 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,40XX BLOCK OF 4TH AVE NE,-122.3245464,47.65672611
2023-902624,42188487933,02/12/2023 2:15:00 PM,02/12/2023 2:30:00 PM,02/13/2023 2:43:04 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K1,DOWNTOWN COMMERCIAL,8XX BLOCK OF 3RD AVE,-122.3330404,47.60455383
2023-902625,42188489049,02/11/2023 3:00:00 AM,02/13/2023 7:45:00 AM,02/13/2023 2:43:15 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,WALLINGFORD,38XX BLOCK OF LATONA AVE NE,-122.3257102,47.65433329
2023-902629,42188572645,02/12/2023 10:54:00 PM,02/12/2023 10:57:00 PM,02/13/2023 2:52:52 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,9XX BLOCK OF RAINIER AVE S,-122.3099342,47.59378886
2023-902631,42188574581,02/13/2023 5:30:00 AM,02/13/2023 7:40:00 AM,02/13/2023 2:53:07 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L3,LAKECITY,125XX BLOCK OF LAKE CITY WAY NE,-122.2946969,47.72018507
2023-042293,43377736439,02/10/2023 12:00:00 PM,02/24/2023 11:35:00 PM,02/13/2023 2:54:42 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B3,FREMONT,10XX BLOCK OF N NORTHLAKE WAY,-122.3437446,47.64830133
2023-902634,42188644408,02/12/2023 11:05:00 AM,02/12/2023 11:05:00 AM,02/13/2023 3:02:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,81XX BLOCK OF 35TH AVE SW,-122.3766381,47.53026927
2023-902635,42188645693,02/13/2023 12:00:00 AM,02/13/2023 7:30:00 AM,02/13/2023 3:02:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,18XX BLOCK OF BOREN AVE,-122.3320674,47.61655803
2023-902636,42188646642,02/11/2023 11:00:00 AM,02/13/2023 9:00:00 AM,02/13/2023 3:02:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q2,QUEEN ANNE,1XX BLOCK OF ETRURIA ST,-122.356092,47.647774
2023-902637,42188647170,02/11/2023 9:55:00 AM,02/12/2023 9:55:00 AM,02/13/2023 3:03:02 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,BALLARD NORTH,14XX BLOCK OF NW 85TH ST,-122.3747847,47.69061784
2023-902640,42188728623,02/13/2023 5:00:00 AM,02/13/2023 5:02:00 AM,02/13/2023 3:13:18 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,4XX BLOCK OF NE RAVENNA BLVD,-122.324168,47.67834
