Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-900504,40195809803,01/07/2023 8:00:00 AM,01/07/2023 3:45:00 PM,01/08/2023 2:52:42 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,CAPITOL HILL,16XX BLOCK OF HARVARD AVE,-122.3221394,47.61581012
2023-900506,40195810122,01/07/2023 5:00:00 AM,01/07/2023 5:30:00 AM,01/08/2023 2:52:51 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 7TH AVE NE,-122.3207201,47.66247336
2023-900508,40195812968,01/07/2023 8:25:00 PM,01/07/2023 8:25:00 PM,01/08/2023 2:53:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,122XX BLOCK OF AURORA AVE N,-122.3448961,47.71717447
2023-900509,40195813912,01/05/2023 9:20:00 PM,01/06/2023 4:20:00 PM,01/08/2023 2:53:17 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,47XX BLOCK OF 16TH AVE NE,-122.3108159,47.66397982
2023-900510,40195814578,12/26/2022 11:37:00 PM,12/27/2022 12:10:00 AM,01/08/2023 2:53:24 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,4XX BLOCK OF SENECA ST,-122.3336587,47.60774723
2023-900511,40195814761,01/04/2023 12:16:00 PM,01/04/2023 12:17:00 PM,01/08/2023 2:53:29 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,FREMONT,45XX BLOCK OF FREMONT AVE N,-122.3500367,47.661765
2023-900512,40195814949,01/07/2023 11:00:00 AM,01/07/2023 11:00:00 AM,01/08/2023 2:53:33 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,MADISON PARK,15XX BLOCK OF 37TH AVE E,-122.2854495,47.6320684
2023-900513,40195815488,01/07/2023 9:00:00 PM,01/07/2023 11:00:00 PM,01/08/2023 2:53:38 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,32XX BLOCK OF 1ST AVE S,-122.3342033,47.57498058
2023-900514,40195815762,01/07/2023 11:30:00 AM,01/07/2023 2:20:00 PM,01/08/2023 2:53:46 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,43XX BLOCK OF 9TH AVE NE,-122.3187824,47.66038221
2023-900515,40195816342,01/03/2023 12:05:00 PM,01/03/2023 12:06:00 PM,01/08/2023 2:53:50 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
